subject,fs_default_index,name,side,region_type,volume_mm3
002,1,L.caudalanteriorcingulate,L,cortex,3480.0
002,2,L.caudalmiddlefrontal,L,cortex,7624.0
002,3,L.cuneus,L,cortex,4800.0
002,4,L.entorhinal,L,cortex,1696.0
002,5,L.fusiform,L,cortex,8960.0
002,6,L.inferiorparietal,L,cortex,13352.0
002,7,L.inferiortemporal,L,cortex,10768.0
002,8,L.isthmuscingulate,L,cortex,2080.0
002,9,L.lateraloccipital,L,cortex,12864.0
002,10,L.lateralorbitofrontal,L,cortex,6840.0
002,11,L.lingual,L,cortex,8944.0
002,12,L.medialorbitofrontal,L,cortex,5552.0
002,13,L.middletemporal,L,cortex,14648.0
002,14,L.parahippocampal,L,cortex,2512.0
002,15,L.paracentral,L,cortex,4920.0
002,16,L.parsopercularis,L,cortex,4080.0
002,17,L.parsorbitalis,L,cortex,2312.0
002,18,L.parstriangularis,L,cortex,4216.0
002,19,L.pericalcarine,L,cortex,2728.0
002,20,L.postcentral,L,cortex,11320.0
002,21,L.posteriorcingulate,L,cortex,3584.0
002,22,L.precentral,L,cortex,13208.0
002,23,L.precuneus,L,cortex,9856.0
002,24,L.rostralanteriorcingulate,L,cortex,3504.0
002,25,L.rostralmiddlefrontal,L,cortex,10696.0
002,26,L.superiorfrontal,L,cortex,23912.0
002,27,L.superiorparietal,L,cortex,10744.0
002,28,L.superiortemporal,L,cortex,18552.0
002,29,L.supramarginal,L,cortex,10320.0
002,30,L.transversetemporal,L,cortex,1288.0
002,31,L.insula,L,cortex,5792.0
002,32,L.Cerebellum-Cortex,L,cerebellum,47296.0
002,33,L.Thalamus-Proper,L,subcortical,7872.0
002,34,L.Caudate,L,subcortical,3936.0
002,35,L.Putamen,L,subcortical,5464.0
002,36,L.Pallidum,L,subcortical,2112.0
002,37,L.Hippocampus,L,subcortical,4032.0
002,38,L.Amygdala,L,subcortical,1296.0
002,39,L.Accumbens-area,L,subcortical,552.0
002,40,R.Thalamus-Proper,R,subcortical,7440.0
002,41,R.Caudate,R,subcortical,4216.0
002,42,R.Putamen,R,subcortical,5320.0
002,43,R.Pallidum,R,subcortical,2216.0
002,44,R.Hippocampus,R,subcortical,4160.0
002,45,R.Amygdala,R,subcortical,1488.0
002,46,R.Accumbens-area,R,subcortical,512.0
002,47,R.caudalanteriorcingulate,R,cortex,2456.0
002,48,R.caudalmiddlefrontal,R,cortex,5224.0
002,49,R.cuneus,R,cortex,4296.0
002,50,R.entorhinal,R,cortex,1648.0
002,51,R.fusiform,R,cortex,9152.0
002,52,R.inferiorparietal,R,cortex,15192.0
002,53,R.inferiortemporal,R,cortex,10440.0
002,54,R.isthmuscingulate,R,cortex,2600.0
002,55,R.lateraloccipital,R,cortex,13936.0
002,56,R.lateralorbitofrontal,R,cortex,7680.0
002,57,R.lingual,R,cortex,9048.0
002,58,R.medialorbitofrontal,R,cortex,5280.0
002,59,R.middletemporal,R,cortex,13344.0
002,60,R.parahippocampal,R,cortex,2224.0
002,61,R.paracentral,R,cortex,4600.0
002,62,R.parsopercularis,R,cortex,3568.0
002,63,R.parsorbitalis,R,cortex,2320.0
002,64,R.parstriangularis,R,cortex,3928.0
002,65,R.pericalcarine,R,cortex,3120.0
002,66,R.postcentral,R,cortex,11248.0
002,67,R.posteriorcingulate,R,cortex,3488.0
002,68,R.precentral,R,cortex,12200.0
002,69,R.precuneus,R,cortex,10216.0
002,70,R.rostralanteriorcingulate,R,cortex,2368.0
002,71,R.rostralmiddlefrontal,R,cortex,12880.0
002,72,R.superiorfrontal,R,cortex,26176.0
002,73,R.superiorparietal,R,cortex,11256.0
002,74,R.superiortemporal,R,cortex,14544.0
002,75,R.supramarginal,R,cortex,7928.0
002,76,R.transversetemporal,R,cortex,784.0
002,77,R.insula,R,cortex,5704.0
002,78,R.Cerebellum-Cortex,R,cerebellum,48376.0
