subject,roi_name,region_type,L_index,R_index,L_volume_mm3,R_volume_mm3,side_ai,log_ai
040,Accumbens-area,subcortical,39,46,416.0,464.0,-0.05454545454545454,-0.10919929196499197
040,Amygdala,subcortical,38,45,1448.0,1736.0,-0.09045226130653267,-0.18140032227463374
040,Caudate,subcortical,34,41,2840.0,2760.0,0.014285714285714285,0.028573372444055948
040,Cerebellum-Cortex,cerebellum,32,78,49320.0,50912.0,-0.015883151089472424,-0.03176897385923279
040,Hippocampus,subcortical,37,44,3960.0,3888.0,0.009174311926605505,0.018349138668196617
040,Pallidum,subcortical,36,43,1704.0,1824.0,-0.034013605442176874,-0.06805346324501564
040,Putamen,subcortical,35,42,4464.0,4600.0,-0.01500441306266549,-0.03001107841603951
040,Thalamus-Proper,subcortical,33,40,6208.0,6112.0,0.007792207792207792,0.01558473101669833
040,caudalanteriorcingulate,cortex,1,47,3184.0,1424.0,0.3819444444444444,0.8046684549923525
040,caudalmiddlefrontal,cortex,2,48,6496.0,5448.0,0.08774279973208306,0.17593803401216554
040,cuneus,cortex,3,49,3776.0,4544.0,-0.09230769230769231,-0.18514243313559597
040,entorhinal,cortex,4,50,2072.0,1576.0,0.13596491228070176,0.2736243329615493
040,fusiform,cortex,5,51,9064.0,6576.0,0.15907928388746803,0.32088386597182633
040,inferiorparietal,cortex,6,52,10336.0,12576.0,-0.09776536312849161,-0.19615728864660473
040,inferiortemporal,cortex,7,53,9880.0,9840.0,0.002028397565922921,0.004056800695614469
040,insula,cortex,31,77,5496.0,5424.0,0.006593406593406593,0.013187004281953681
040,isthmuscingulate,cortex,8,54,2624.0,1936.0,0.15087719298245614,0.3040758822274573
040,lateraloccipital,cortex,9,55,11640.0,13216.0,-0.0634052140328291,-0.12698077447533046
040,lateralorbitofrontal,cortex,10,56,7280.0,7960.0,-0.04461942257217848,-0.08929813764769709
040,lingual,cortex,11,57,6176.0,6904.0,-0.05565749235474006,-0.1114301410586518
040,medialorbitofrontal,cortex,12,58,4176.0,4608.0,-0.04918032786885246,-0.09844007281325252
040,middletemporal,cortex,13,59,10728.0,12688.0,-0.08370345063204647,-0.16779951891311481
040,paracentral,cortex,15,61,3776.0,3688.0,0.011789924973204717,0.02358094258890688
040,parahippocampal,cortex,14,60,2576.0,1944.0,0.13982300884955753,0.28149010220385984
040,parsopercularis,cortex,16,62,4272.0,4496.0,-0.025547445255474453,-0.05110601093349618
040,parsorbitalis,cortex,17,63,2176.0,1992.0,0.044145873320537425,0.08834916983128974
040,parstriangularis,cortex,18,64,4040.0,3120.0,0.12849162011173185,0.25841169015166776
040,pericalcarine,cortex,19,65,1200.0,1632.0,-0.15254237288135594,-0.30748469974796055
040,postcentral,cortex,20,66,10696.0,9096.0,0.08084074373484236,0.16203508335140718
040,posteriorcingulate,cortex,21,67,3496.0,3336.0,0.0234192037470726,0.04684697329678863
040,precentral,cortex,22,68,11664.0,12896.0,-0.0501628664495114,-0.10041001049797009
040,precuneus,cortex,23,69,9512.0,9816.0,-0.015728476821192054,-0.03145954802012964
040,rostralanteriorcingulate,cortex,24,70,4048.0,2608.0,0.21634615384615385,0.43963928792075785
040,rostralmiddlefrontal,cortex,25,71,10736.0,10688.0,0.0022404779686333084,0.0044809634350360195
040,superiorfrontal,cortex,26,72,20760.0,23960.0,-0.07155635062611806,-0.14335771494956073
040,superiorparietal,cortex,27,73,8680.0,9128.0,-0.025157232704402517,-0.05032508388751577
040,superiortemporal,cortex,28,74,15224.0,15376.0,-0.0049673202614379085,-0.009934722234088356
040,supramarginal,cortex,29,75,8808.0,9240.0,-0.023936170212765957,-0.04788148623321397
040,transversetemporal,cortex,30,76,1168.0,808.0,0.18218623481781376,0.36848610486707695
