subject,fs_default_index,name,side,region_type,volume_mm3
026,1,L.caudalanteriorcingulate,L,cortex,3088.0
026,2,L.caudalmiddlefrontal,L,cortex,6904.0
026,3,L.cuneus,L,cortex,5464.0
026,4,L.entorhinal,L,cortex,1552.0
026,5,L.fusiform,L,cortex,8184.0
026,6,L.inferiorparietal,L,cortex,18152.0
026,7,L.inferiortemporal,L,cortex,10672.0
026,8,L.isthmuscingulate,L,cortex,2736.0
026,9,L.lateraloccipital,L,cortex,12000.0
026,10,L.lateralorbitofrontal,L,cortex,8912.0
026,11,L.lingual,L,cortex,7680.0
026,12,L.medialorbitofrontal,L,cortex,5064.0
026,13,L.middletemporal,L,cortex,16648.0
026,14,L.parahippocampal,L,cortex,1880.0
026,15,L.paracentral,L,cortex,4224.0
026,16,L.parsopercularis,L,cortex,5016.0
026,17,L.parsorbitalis,L,cortex,2624.0
026,18,L.parstriangularis,L,cortex,4272.0
026,19,L.pericalcarine,L,cortex,1832.0
026,20,L.postcentral,L,cortex,11280.0
026,21,L.posteriorcingulate,L,cortex,3016.0
026,22,L.precentral,L,cortex,13656.0
026,23,L.precuneus,L,cortex,11912.0
026,24,L.rostralanteriorcingulate,L,cortex,4432.0
026,25,L.rostralmiddlefrontal,L,cortex,11872.0
026,26,L.superiorfrontal,L,cortex,25536.0
026,27,L.superiorparietal,L,cortex,11520.0
026,28,L.superiortemporal,L,cortex,17312.0
026,29,L.supramarginal,L,cortex,9448.0
026,30,L.transversetemporal,L,cortex,952.0
026,31,L.insula,L,cortex,6352.0
026,32,L.Cerebellum-Cortex,L,cerebellum,57632.0
026,33,L.Thalamus-Proper,L,subcortical,8088.0
026,34,L.Caudate,L,subcortical,3784.0
026,35,L.Putamen,L,subcortical,5200.0
026,36,L.Pallidum,L,subcortical,2624.0
026,37,L.Hippocampus,L,subcortical,4552.0
026,38,L.Amygdala,L,subcortical,1648.0
026,39,L.Accumbens-area,L,subcortical,624.0
026,40,R.Thalamus-Proper,R,subcortical,7624.0
026,41,R.Caudate,R,subcortical,3728.0
026,42,R.Putamen,R,subcortical,5064.0
026,43,R.Pallidum,R,subcortical,2560.0
026,44,R.Hippocampus,R,subcortical,4560.0
026,45,R.Amygdala,R,subcortical,1840.0
026,46,R.Accumbens-area,R,subcortical,536.0
026,47,R.caudalanteriorcingulate,R,cortex,1760.0
026,48,R.caudalmiddlefrontal,R,cortex,7072.0
026,49,R.cuneus,R,cortex,4432.0
026,50,R.entorhinal,R,cortex,1240.0
026,51,R.fusiform,R,cortex,8664.0
026,52,R.inferiorparietal,R,cortex,20536.0
026,53,R.inferiortemporal,R,cortex,10568.0
026,54,R.isthmuscingulate,R,cortex,2776.0
026,55,R.lateraloccipital,R,cortex,13912.0
026,56,R.lateralorbitofrontal,R,cortex,9120.0
026,57,R.lingual,R,cortex,6944.0
026,58,R.medialorbitofrontal,R,cortex,4752.0
026,59,R.middletemporal,R,cortex,15120.0
026,60,R.parahippocampal,R,cortex,1576.0
026,61,R.paracentral,R,cortex,4192.0
026,62,R.parsopercularis,R,cortex,5288.0
026,63,R.parsorbitalis,R,cortex,2192.0
026,64,R.parstriangularis,R,cortex,2952.0
026,65,R.pericalcarine,R,cortex,2216.0
026,66,R.postcentral,R,cortex,12032.0
026,67,R.posteriorcingulate,R,cortex,2728.0
026,68,R.precentral,R,cortex,12288.0
026,69,R.precuneus,R,cortex,13408.0
026,70,R.rostralanteriorcingulate,R,cortex,2280.0
026,71,R.rostralmiddlefrontal,R,cortex,12904.0
026,72,R.superiorfrontal,R,cortex,27296.0
026,73,R.superiorparietal,R,cortex,9968.0
026,74,R.superiortemporal,R,cortex,16808.0
026,75,R.supramarginal,R,cortex,8800.0
026,76,R.transversetemporal,R,cortex,776.0
026,77,R.insula,R,cortex,6280.0
026,78,R.Cerebellum-Cortex,R,cerebellum,59344.0
