subject,fs_default_index,name,side,region_type,volume_mm3
058,1,L.caudalanteriorcingulate,L,cortex,2408.0
058,2,L.caudalmiddlefrontal,L,cortex,4056.0
058,3,L.cuneus,L,cortex,3984.0
058,4,L.entorhinal,L,cortex,1952.0
058,5,L.fusiform,L,cortex,6440.0
058,6,L.inferiorparietal,L,cortex,9632.0
058,7,L.inferiortemporal,L,cortex,11400.0
058,8,L.isthmuscingulate,L,cortex,2336.0
058,9,L.lateraloccipital,L,cortex,9464.0
058,10,L.lateralorbitofrontal,L,cortex,7792.0
058,11,L.lingual,L,cortex,4968.0
058,12,L.medialorbitofrontal,L,cortex,4512.0
058,13,L.middletemporal,L,cortex,10480.0
058,14,L.parahippocampal,L,cortex,2392.0
058,15,L.paracentral,L,cortex,3544.0
058,16,L.parsopercularis,L,cortex,4208.0
058,17,L.parsorbitalis,L,cortex,1640.0
058,18,L.parstriangularis,L,cortex,4568.0
058,19,L.pericalcarine,L,cortex,1232.0
058,20,L.postcentral,L,cortex,8216.0
058,21,L.posteriorcingulate,L,cortex,2848.0
058,22,L.precentral,L,cortex,9632.0
058,23,L.precuneus,L,cortex,8440.0
058,24,L.rostralanteriorcingulate,L,cortex,2496.0
058,25,L.rostralmiddlefrontal,L,cortex,10504.0
058,26,L.superiorfrontal,L,cortex,21576.0
058,27,L.superiorparietal,L,cortex,10544.0
058,28,L.superiortemporal,L,cortex,14776.0
058,29,L.supramarginal,L,cortex,9184.0
058,30,L.transversetemporal,L,cortex,928.0
058,31,L.insula,L,cortex,5744.0
058,32,L.Cerebellum-Cortex,L,cerebellum,49280.0
058,33,L.Thalamus-Proper,L,subcortical,7264.0
058,34,L.Caudate,L,subcortical,3200.0
058,35,L.Putamen,L,subcortical,4608.0
058,36,L.Pallidum,L,subcortical,1864.0
058,37,L.Hippocampus,L,subcortical,3792.0
058,38,L.Amygdala,L,subcortical,1280.0
058,39,L.Accumbens-area,L,subcortical,400.0
058,40,R.Thalamus-Proper,R,subcortical,6984.0
058,41,R.Caudate,R,subcortical,3088.0
058,42,R.Putamen,R,subcortical,4552.0
058,43,R.Pallidum,R,subcortical,2040.0
058,44,R.Hippocampus,R,subcortical,3752.0
058,45,R.Amygdala,R,subcortical,1432.0
058,46,R.Accumbens-area,R,subcortical,496.0
058,47,R.caudalanteriorcingulate,R,cortex,1640.0
058,48,R.caudalmiddlefrontal,R,cortex,4144.0
058,49,R.cuneus,R,cortex,2800.0
058,50,R.entorhinal,R,cortex,1672.0
058,51,R.fusiform,R,cortex,6624.0
058,52,R.inferiorparietal,R,cortex,12720.0
058,53,R.inferiortemporal,R,cortex,10904.0
058,54,R.isthmuscingulate,R,cortex,2176.0
058,55,R.lateraloccipital,R,cortex,10464.0
058,56,R.lateralorbitofrontal,R,cortex,7984.0
058,57,R.lingual,R,cortex,5144.0
058,58,R.medialorbitofrontal,R,cortex,4480.0
058,59,R.middletemporal,R,cortex,10672.0
058,60,R.parahippocampal,R,cortex,1744.0
058,61,R.paracentral,R,cortex,3712.0
058,62,R.parsopercularis,R,cortex,3248.0
058,63,R.parsorbitalis,R,cortex,1840.0
058,64,R.parstriangularis,R,cortex,2744.0
058,65,R.pericalcarine,R,cortex,1488.0
058,66,R.postcentral,R,cortex,8064.0
058,67,R.posteriorcingulate,R,cortex,2280.0
058,68,R.precentral,R,cortex,10208.0
058,69,R.precuneus,R,cortex,9000.0
058,70,R.rostralanteriorcingulate,R,cortex,1920.0
058,71,R.rostralmiddlefrontal,R,cortex,9000.0
058,72,R.superiorfrontal,R,cortex,23672.0
058,73,R.superiorparietal,R,cortex,10320.0
058,74,R.superiortemporal,R,cortex,13552.0
058,75,R.supramarginal,R,cortex,7312.0
058,76,R.transversetemporal,R,cortex,800.0
058,77,R.insula,R,cortex,5176.0
058,78,R.Cerebellum-Cortex,R,cerebellum,50656.0
