subject,roi_name,region_type,L_index,R_index,L_volume_mm3,R_volume_mm3,side_ai,log_ai
056,Accumbens-area,subcortical,39,46,408.0,488.0,-0.08928571428571429,-0.17904823144898543
056,Amygdala,subcortical,38,45,1696.0,1752.0,-0.016241299303944315,-0.032485455144488425
056,Caudate,subcortical,34,41,3304.0,3560.0,-0.037296037296037296,-0.07462668920520749
056,Cerebellum-Cortex,cerebellum,32,78,56328.0,55264.0,0.009534733672664707,0.019070045252564085
056,Hippocampus,subcortical,37,44,3936.0,4056.0,-0.015015015015015015,-0.03003228709887509
056,Pallidum,subcortical,36,43,1896.0,2048.0,-0.038539553752535496,-0.07711730334443129
056,Putamen,subcortical,35,42,4280.0,5184.0,-0.09551986475063398,-0.19162394945626815
056,Thalamus-Proper,subcortical,33,40,7000.0,7224.0,-0.015748031496062992,-0.03149866705937105
056,caudalanteriorcingulate,cortex,1,47,2744.0,2456.0,0.055384615384615386,0.1108826995787428
056,caudalmiddlefrontal,cortex,2,48,4512.0,4944.0,-0.04568527918781726,-0.09143420595963184
056,cuneus,cortex,3,49,4168.0,3928.0,0.029644268774703556,0.059305913958846414
056,entorhinal,cortex,4,50,2048.0,1544.0,0.1403118040089087,0.28248725557467697
056,fusiform,cortex,5,51,7312.0,8680.0,-0.08554277138569284,-0.17150469452040992
056,inferiorparietal,cortex,6,52,14648.0,17256.0,-0.08174523570712136,-0.16385610171464565
056,inferiortemporal,cortex,7,53,10696.0,11776.0,-0.04805980776076896,-0.09619372218687837
056,insula,cortex,31,77,5416.0,5608.0,-0.01741654571843251,-0.03483661412231512
056,isthmuscingulate,cortex,8,54,2480.0,2072.0,0.08963093145869948,0.17974423577965423
056,lateraloccipital,cortex,9,55,11288.0,11656.0,-0.01603905160390516,-0.03208085434239084
056,lateralorbitofrontal,cortex,10,56,7248.0,8040.0,-0.05180533751962323,-0.10370351445019682
056,lingual,cortex,11,57,6520.0,5624.0,0.07378129117259552,0.1478312214301978
056,medialorbitofrontal,cortex,12,58,4904.0,4176.0,0.0801762114537445,0.1606973480535726
056,middletemporal,cortex,13,59,14368.0,14960.0,-0.020185488270594652,-0.040376460986487374
056,paracentral,cortex,15,61,5032.0,4056.0,0.1073943661971831,0.21562025310925728
056,parahippocampal,cortex,14,60,2040.0,1744.0,0.07822410147991543,0.15676848236933713
056,parsopercularis,cortex,16,62,3616.0,4640.0,-0.12403100775193798,-0.24934592370823383
056,parsorbitalis,cortex,17,63,2512.0,1888.0,0.14181818181818182,0.2855611808826433
056,parstriangularis,cortex,18,64,4224.0,3368.0,0.11275026343519494,0.22646345002388002
056,pericalcarine,cortex,19,65,1656.0,2192.0,-0.1392931392931393,-0.2804093131227011
056,postcentral,cortex,20,66,9248.0,10272.0,-0.05245901639344262,-0.10501443501758372
056,posteriorcingulate,cortex,21,67,3312.0,3632.0,-0.04608294930875576,-0.09223122421603362
056,precentral,cortex,22,68,12592.0,11432.0,0.04828504828504829,0.09664525104748112
056,precuneus,cortex,23,69,10120.0,11152.0,-0.04851447912749154,-0.09710519015884857
056,rostralanteriorcingulate,cortex,24,70,2984.0,2704.0,0.04922644163150492,0.09853252416079673
056,rostralmiddlefrontal,cortex,25,71,9664.0,10944.0,-0.062111801242236024,-0.12438371968773551
056,superiorfrontal,cortex,26,72,15856.0,26968.0,-0.25948066504763684,-0.5311030003441275
056,superiorparietal,cortex,27,73,9968.0,11784.0,-0.08348657594703936,-0.1673627171152318
056,superiortemporal,cortex,28,74,18232.0,15896.0,0.06844819503047352,0.13711078669386748
056,supramarginal,cortex,29,75,10632.0,8536.0,0.10934891485809682,0.219575807411492
056,transversetemporal,cortex,30,76,1184.0,776.0,0.20816326530612245,0.42250129526073216
