subject,fs_default_index,name,side,region_type,volume_mm3
017,1,L.caudalanteriorcingulate,L,cortex,2360.0
017,2,L.caudalmiddlefrontal,L,cortex,4200.0
017,3,L.cuneus,L,cortex,3264.0
017,4,L.entorhinal,L,cortex,1320.0
017,5,L.fusiform,L,cortex,5864.0
017,6,L.inferiorparietal,L,cortex,10536.0
017,7,L.inferiortemporal,L,cortex,9184.0
017,8,L.isthmuscingulate,L,cortex,2000.0
017,9,L.lateraloccipital,L,cortex,10056.0
017,10,L.lateralorbitofrontal,L,cortex,6232.0
017,11,L.lingual,L,cortex,5136.0
017,12,L.medialorbitofrontal,L,cortex,4392.0
017,13,L.middletemporal,L,cortex,10232.0
017,14,L.parahippocampal,L,cortex,1496.0
017,15,L.paracentral,L,cortex,3552.0
017,16,L.parsopercularis,L,cortex,2944.0
017,17,L.parsorbitalis,L,cortex,1240.0
017,18,L.parstriangularis,L,cortex,3312.0
017,19,L.pericalcarine,L,cortex,1224.0
017,20,L.postcentral,L,cortex,7856.0
017,21,L.posteriorcingulate,L,cortex,2400.0
017,22,L.precentral,L,cortex,9856.0
017,23,L.precuneus,L,cortex,7792.0
017,24,L.rostralanteriorcingulate,L,cortex,2688.0
017,25,L.rostralmiddlefrontal,L,cortex,6704.0
017,26,L.superiorfrontal,L,cortex,16888.0
017,27,L.superiorparietal,L,cortex,8336.0
017,28,L.superiortemporal,L,cortex,12056.0
017,29,L.supramarginal,L,cortex,6776.0
017,30,L.transversetemporal,L,cortex,664.0
017,31,L.insula,L,cortex,4472.0
017,32,L.Cerebellum-Cortex,L,cerebellum,47528.0
017,33,L.Thalamus-Proper,L,subcortical,6352.0
017,34,L.Caudate,L,subcortical,3032.0
017,35,L.Putamen,L,subcortical,4448.0
017,36,L.Pallidum,L,subcortical,1984.0
017,37,L.Hippocampus,L,subcortical,3336.0
017,38,L.Amygdala,L,subcortical,1232.0
017,39,L.Accumbens-area,L,subcortical,464.0
017,40,R.Thalamus-Proper,R,subcortical,6088.0
017,41,R.Caudate,R,subcortical,3320.0
017,42,R.Putamen,R,subcortical,4568.0
017,43,R.Pallidum,R,subcortical,2064.0
017,44,R.Hippocampus,R,subcortical,3264.0
017,45,R.Amygdala,R,subcortical,1400.0
017,46,R.Accumbens-area,R,subcortical,504.0
017,47,R.caudalanteriorcingulate,R,cortex,1912.0
017,48,R.caudalmiddlefrontal,R,cortex,4040.0
017,49,R.cuneus,R,cortex,2904.0
017,50,R.entorhinal,R,cortex,1272.0
017,51,R.fusiform,R,cortex,6400.0
017,52,R.inferiorparietal,R,cortex,11168.0
017,53,R.inferiortemporal,R,cortex,8400.0
017,54,R.isthmuscingulate,R,cortex,1456.0
017,55,R.lateraloccipital,R,cortex,8104.0
017,56,R.lateralorbitofrontal,R,cortex,5800.0
017,57,R.lingual,R,cortex,5208.0
017,58,R.medialorbitofrontal,R,cortex,3944.0
017,59,R.middletemporal,R,cortex,9392.0
017,60,R.parahippocampal,R,cortex,1768.0
017,61,R.paracentral,R,cortex,2768.0
017,62,R.parsopercularis,R,cortex,2920.0
017,63,R.parsorbitalis,R,cortex,1504.0
017,64,R.parstriangularis,R,cortex,2552.0
017,65,R.pericalcarine,R,cortex,1368.0
017,66,R.postcentral,R,cortex,7184.0
017,67,R.posteriorcingulate,R,cortex,2856.0
017,68,R.precentral,R,cortex,9600.0
017,69,R.precuneus,R,cortex,6984.0
017,70,R.rostralanteriorcingulate,R,cortex,1912.0
017,71,R.rostralmiddlefrontal,R,cortex,8416.0
017,72,R.superiorfrontal,R,cortex,20264.0
017,73,R.superiorparietal,R,cortex,9520.0
017,74,R.superiortemporal,R,cortex,11968.0
017,75,R.supramarginal,R,cortex,7560.0
017,76,R.transversetemporal,R,cortex,648.0
017,77,R.insula,R,cortex,4560.0
017,78,R.Cerebellum-Cortex,R,cerebellum,47368.0
