subject,roi_name,region_type,L_index,R_index,L_volume_mm3,R_volume_mm3,side_ai,log_ai
014,Accumbens-area,subcortical,39,46,728.0,848.0,-0.07614213197969544,-0.15257958759521706
014,Amygdala,subcortical,38,45,2016.0,2248.0,-0.054409005628517824,-0.10892558182232245
014,Caudate,subcortical,34,41,3680.0,3680.0,0.0,0.0
014,Cerebellum-Cortex,cerebellum,32,78,41008.0,44352.0,-0.03917525773195876,-0.0783906339457227
014,Hippocampus,subcortical,37,44,4624.0,4912.0,-0.030201342281879196,-0.06042105947476502
014,Pallidum,subcortical,36,43,2024.0,1968.0,0.014028056112224449,0.028057952795157527
014,Putamen,subcortical,35,42,6264.0,6464.0,-0.01571338780641106,-0.031429362530292305
014,Thalamus-Proper,subcortical,33,40,8544.0,8296.0,0.014726840855106888,0.029455811290612737
014,caudalanteriorcingulate,cortex,1,47,4232.0,3400.0,0.1090146750524109,0.21889926293388248
014,caudalmiddlefrontal,cortex,2,48,6584.0,4960.0,0.14067914067914067,0.28323672263793254
014,cuneus,cortex,3,49,5296.0,5064.0,0.022393822393822392,0.044795133792832016
014,entorhinal,cortex,4,50,1640.0,1200.0,0.15492957746478872,0.31237468504215243
014,fusiform,cortex,5,51,9144.0,7920.0,0.07172995780590717,0.14370672066617504
014,inferiorparietal,cortex,6,52,13344.0,16600.0,-0.10873630777451242,-0.21833584974610665
014,inferiortemporal,cortex,7,53,11680.0,12232.0,-0.023084643693542992,-0.0461774912266802
014,insula,cortex,31,77,5624.0,5176.0,0.04148148148148148,0.08301059730976429
014,isthmuscingulate,cortex,8,54,1864.0,1760.0,0.02869757174392936,0.05741090721333902
014,lateraloccipital,cortex,9,55,14696.0,12208.0,0.09247695509961344,0.18548387337072328
014,lateralorbitofrontal,cortex,10,56,8976.0,8704.0,0.015384615384615385,0.030771658666753687
014,lingual,cortex,11,57,8472.0,8320.0,0.009051929490233444,0.018104353465988047
014,medialorbitofrontal,cortex,12,58,5280.0,5344.0,-0.006024096385542169,-0.01204833851617448
014,middletemporal,cortex,13,59,12840.0,15872.0,-0.10560044580663137,-0.21199125228070187
014,paracentral,cortex,15,61,4352.0,3968.0,0.046153846153846156,0.09237332013101507
014,parahippocampal,cortex,14,60,1728.0,1936.0,-0.056768558951965066,-0.11365931847252136
014,parsopercularis,cortex,16,62,6160.0,5568.0,0.0504774897680764,0.1010408545133098
014,parsorbitalis,cortex,17,63,2656.0,2568.0,0.016845329249617153,0.033693845786472575
014,parstriangularis,cortex,18,64,3984.0,5168.0,-0.12937062937062938,-0.2601994267579489
014,pericalcarine,cortex,19,65,2064.0,2032.0,0.0078125,0.015625317903080815
014,postcentral,cortex,20,66,9712.0,9264.0,0.023608768971332208,0.04722631348650304
014,posteriorcingulate,cortex,21,67,4480.0,3984.0,0.05860113421550094,0.117336706704542
014,precentral,cortex,22,68,13432.0,11240.0,0.08884565499351492,0.1781610753096947
014,precuneus,cortex,23,69,8976.0,10048.0,-0.056349873843566024,-0.11281926094550239
014,rostralanteriorcingulate,cortex,24,70,4000.0,2072.0,0.31752305665349145,0.657780036722654
014,rostralmiddlefrontal,cortex,25,71,13840.0,11296.0,0.10120942075111394,0.20311426943863717
014,superiorfrontal,cortex,26,72,24288.0,26976.0,-0.052434456928838954,-0.10496518060622555
014,superiorparietal,cortex,27,73,12712.0,13440.0,-0.027837259100642397,-0.05568890586058866
014,superiortemporal,cortex,28,74,19352.0,18784.0,0.014894063352213133,0.02979032966204013
014,supramarginal,cortex,29,75,10608.0,9976.0,0.03070345899727944,0.061426225065771375
014,transversetemporal,cortex,30,76,1048.0,920.0,0.06504065040650407,0.13026519483790155
