subject,roi_name,region_type,L_index,R_index,L_volume_mm3,R_volume_mm3,side_ai,log_ai
071,Accumbens-area,subcortical,39,46,296.0,328.0,-0.05128205128205128,-0.10265415406008334
071,Amygdala,subcortical,38,45,1024.0,1152.0,-0.058823529411764705,-0.11778303565638351
071,Caudate,subcortical,34,41,2784.0,3088.0,-0.051771117166212535,-0.10363488969035654
071,Cerebellum-Cortex,cerebellum,32,78,22856.0,24520.0,-0.035123269165822354,-0.0702754461395387
071,Hippocampus,subcortical,37,44,3144.0,2936.0,0.034210526315789476,0.0684477638146909
071,Pallidum,subcortical,36,43,1232.0,1328.0,-0.0375,-0.07503518594291408
071,Putamen,subcortical,35,42,3016.0,2760.0,0.0443213296398892,0.08870077041665106
071,Thalamus-Proper,subcortical,33,40,4896.0,4800.0,0.009900990099009901,0.01980262729617973
071,caudalanteriorcingulate,cortex,1,47,1344.0,1280.0,0.024390243902439025,0.04879016416943204
071,caudalmiddlefrontal,cortex,2,48,2816.0,2328.0,0.09486780715396578,0.1903079084266045
071,cuneus,cortex,3,49,2224.0,2896.0,-0.13125,-0.2640230981351339
071,entorhinal,cortex,4,50,1672.0,1656.0,0.004807692307692308,0.009615458699441973
071,fusiform,cortex,5,51,5648.0,4440.0,0.11974623314829501,0.24064712374680766
071,inferiorparietal,cortex,6,52,7184.0,7496.0,-0.02125340599455041,-0.04251321393622258
071,inferiortemporal,cortex,7,53,7360.0,7176.0,0.012658227848101266,0.025317807984289786
071,insula,cortex,31,77,3024.0,2992.0,0.005319148936170213,0.010638398205055797
071,isthmuscingulate,cortex,8,54,2112.0,1656.0,0.12101910828025478,0.24323030988094702
071,lateraloccipital,cortex,9,55,9096.0,8696.0,0.022482014388489208,0.04497160662932657
071,lateralorbitofrontal,cortex,10,56,4496.0,4304.0,0.02181818181818182,0.043643289731906586
071,lingual,cortex,11,57,4512.0,4824.0,-0.033419023136246784,-0.06686294522912659
071,medialorbitofrontal,cortex,12,58,2816.0,3112.0,-0.04993252361673414,-0.09994816802034925
071,middletemporal,cortex,13,59,7904.0,7984.0,-0.005035246727089627,-0.01007057856359617
071,paracentral,cortex,15,61,2328.0,2728.0,-0.07911392405063292,-0.15855921011202426
071,parahippocampal,cortex,14,60,1704.0,1496.0,0.065,0.1301835488548384
071,parsopercularis,cortex,16,62,2136.0,2304.0,-0.03783783783783784,-0.07571182173569636
071,parsorbitalis,cortex,17,63,1296.0,1184.0,0.04516129032258064,0.09038406146826894
071,parstriangularis,cortex,18,64,3392.0,2944.0,0.0707070707070707,0.14165051706302684
071,pericalcarine,cortex,19,65,1792.0,2296.0,-0.1232876712328767,-0.2478361639045812
071,postcentral,cortex,20,66,5944.0,5752.0,0.016415868673050615,0.032834686996712485
071,posteriorcingulate,cortex,21,67,1552.0,1024.0,0.20496894409937888,0.415827895143711
071,precentral,cortex,22,68,8800.0,8328.0,0.027557216254086876,0.055128390171492986
071,precuneus,cortex,23,69,7288.0,6192.0,0.08130563798219585,0.16297102367023117
071,rostralanteriorcingulate,cortex,24,70,1016.0,1112.0,-0.045112781954887216,-0.0902868466721005
071,rostralmiddlefrontal,cortex,25,71,6624.0,7560.0,-0.06598984771573604,-0.13217177310848308
071,superiorfrontal,cortex,26,72,16496.0,15208.0,0.0406257885440323,0.08129632208847601
071,superiorparietal,cortex,27,73,5496.0,5984.0,-0.04250871080139373,-0.08506868575212789
071,superiortemporal,cortex,28,74,8640.0,8832.0,-0.01098901098901099,-0.021978906718775226
071,supramarginal,cortex,29,75,4744.0,4168.0,0.06463195691202872,0.1294443572443586
071,transversetemporal,cortex,30,76,520.0,368.0,0.17117117117117117,0.34574587340654217
