subject,fs_default_index,name,side,region_type,volume_mm3
001,1,L.caudalanteriorcingulate,L,cortex,2928.0
001,2,L.caudalmiddlefrontal,L,cortex,5632.0
001,3,L.cuneus,L,cortex,3840.0
001,4,L.entorhinal,L,cortex,2440.0
001,5,L.fusiform,L,cortex,8224.0
001,6,L.inferiorparietal,L,cortex,15776.0
001,7,L.inferiortemporal,L,cortex,11640.0
001,8,L.isthmuscingulate,L,cortex,3064.0
001,9,L.lateraloccipital,L,cortex,13272.0
001,10,L.lateralorbitofrontal,L,cortex,8024.0
001,11,L.lingual,L,cortex,5896.0
001,12,L.medialorbitofrontal,L,cortex,4320.0
001,13,L.middletemporal,L,cortex,16416.0
001,14,L.parahippocampal,L,cortex,2488.0
001,15,L.paracentral,L,cortex,3160.0
001,16,L.parsopercularis,L,cortex,3688.0
001,17,L.parsorbitalis,L,cortex,1872.0
001,18,L.parstriangularis,L,cortex,4032.0
001,19,L.pericalcarine,L,cortex,1592.0
001,20,L.postcentral,L,cortex,9544.0
001,21,L.posteriorcingulate,L,cortex,3480.0
001,22,L.precentral,L,cortex,11960.0
001,23,L.precuneus,L,cortex,9696.0
001,24,L.rostralanteriorcingulate,L,cortex,3400.0
001,25,L.rostralmiddlefrontal,L,cortex,9712.0
001,26,L.superiorfrontal,L,cortex,21728.0
001,27,L.superiorparietal,L,cortex,10312.0
001,28,L.superiortemporal,L,cortex,15256.0
001,29,L.supramarginal,L,cortex,9512.0
001,30,L.transversetemporal,L,cortex,824.0
001,31,L.insula,L,cortex,5768.0
001,32,L.Cerebellum-Cortex,L,cerebellum,47944.0
001,33,L.Thalamus-Proper,L,subcortical,8384.0
001,34,L.Caudate,L,subcortical,3824.0
001,35,L.Putamen,L,subcortical,5152.0
001,36,L.Pallidum,L,subcortical,2536.0
001,37,L.Hippocampus,L,subcortical,5368.0
001,38,L.Amygdala,L,subcortical,2072.0
001,39,L.Accumbens-area,L,subcortical,424.0
001,40,R.Thalamus-Proper,R,subcortical,8288.0
001,41,R.Caudate,R,subcortical,3952.0
001,42,R.Putamen,R,subcortical,5056.0
001,43,R.Pallidum,R,subcortical,2560.0
001,44,R.Hippocampus,R,subcortical,5632.0
001,45,R.Amygdala,R,subcortical,2376.0
001,46,R.Accumbens-area,R,subcortical,608.0
001,47,R.caudalanteriorcingulate,R,cortex,2064.0
001,48,R.caudalmiddlefrontal,R,cortex,4744.0
001,49,R.cuneus,R,cortex,3568.0
001,50,R.entorhinal,R,cortex,2152.0
001,51,R.fusiform,R,cortex,7664.0
001,52,R.inferiorparietal,R,cortex,19040.0
001,53,R.inferiortemporal,R,cortex,11960.0
001,54,R.isthmuscingulate,R,cortex,2056.0
001,55,R.lateraloccipital,R,cortex,12488.0
001,56,R.lateralorbitofrontal,R,cortex,7944.0
001,57,R.lingual,R,cortex,6456.0
001,58,R.medialorbitofrontal,R,cortex,4696.0
001,59,R.middletemporal,R,cortex,16248.0
001,60,R.parahippocampal,R,cortex,2336.0
001,61,R.paracentral,R,cortex,3432.0
001,62,R.parsopercularis,R,cortex,3512.0
001,63,R.parsorbitalis,R,cortex,1936.0
001,64,R.parstriangularis,R,cortex,3872.0
001,65,R.pericalcarine,R,cortex,2120.0
001,66,R.postcentral,R,cortex,8520.0
001,67,R.posteriorcingulate,R,cortex,3136.0
001,68,R.precentral,R,cortex,10424.0
001,69,R.precuneus,R,cortex,10488.0
001,70,R.rostralanteriorcingulate,R,cortex,2640.0
001,71,R.rostralmiddlefrontal,R,cortex,10912.0
001,72,R.superiorfrontal,R,cortex,23168.0
001,73,R.superiorparietal,R,cortex,9328.0
001,74,R.superiortemporal,R,cortex,15272.0
001,75,R.supramarginal,R,cortex,9392.0
001,76,R.transversetemporal,R,cortex,656.0
001,77,R.insula,R,cortex,5488.0
001,78,R.Cerebellum-Cortex,R,cerebellum,50776.0
