subject,fs_default_index,name,side,region_type,volume_mm3
038,1,L.caudalanteriorcingulate,L,cortex,3272.0
038,2,L.caudalmiddlefrontal,L,cortex,5488.0
038,3,L.cuneus,L,cortex,3712.0
038,4,L.entorhinal,L,cortex,1704.0
038,5,L.fusiform,L,cortex,7592.0
038,6,L.inferiorparietal,L,cortex,13672.0
038,7,L.inferiortemporal,L,cortex,10144.0
038,8,L.isthmuscingulate,L,cortex,2064.0
038,9,L.lateraloccipital,L,cortex,9848.0
038,10,L.lateralorbitofrontal,L,cortex,8264.0
038,11,L.lingual,L,cortex,5072.0
038,12,L.medialorbitofrontal,L,cortex,5712.0
038,13,L.middletemporal,L,cortex,15912.0
038,14,L.parahippocampal,L,cortex,2016.0
038,15,L.paracentral,L,cortex,4632.0
038,16,L.parsopercularis,L,cortex,3520.0
038,17,L.parsorbitalis,L,cortex,2392.0
038,18,L.parstriangularis,L,cortex,4608.0
038,19,L.pericalcarine,L,cortex,1128.0
038,20,L.postcentral,L,cortex,11072.0
038,21,L.posteriorcingulate,L,cortex,2544.0
038,22,L.precentral,L,cortex,13832.0
038,23,L.precuneus,L,cortex,9352.0
038,24,L.rostralanteriorcingulate,L,cortex,3736.0
038,25,L.rostralmiddlefrontal,L,cortex,11624.0
038,26,L.superiorfrontal,L,cortex,23552.0
038,27,L.superiorparietal,L,cortex,11248.0
038,28,L.superiortemporal,L,cortex,16880.0
038,29,L.supramarginal,L,cortex,10944.0
038,30,L.transversetemporal,L,cortex,928.0
038,31,L.insula,L,cortex,5776.0
038,32,L.Cerebellum-Cortex,L,cerebellum,56336.0
038,33,L.Thalamus-Proper,L,subcortical,8480.0
038,34,L.Caudate,L,subcortical,3928.0
038,35,L.Putamen,L,subcortical,5272.0
038,36,L.Pallidum,L,subcortical,2176.0
038,37,L.Hippocampus,L,subcortical,3528.0
038,38,L.Amygdala,L,subcortical,1520.0
038,39,L.Accumbens-area,L,subcortical,664.0
038,40,R.Thalamus-Proper,R,subcortical,8040.0
038,41,R.Caudate,R,subcortical,4072.0
038,42,R.Putamen,R,subcortical,5424.0
038,43,R.Pallidum,R,subcortical,2208.0
038,44,R.Hippocampus,R,subcortical,3856.0
038,45,R.Amygdala,R,subcortical,1824.0
038,46,R.Accumbens-area,R,subcortical,712.0
038,47,R.caudalanteriorcingulate,R,cortex,2904.0
038,48,R.caudalmiddlefrontal,R,cortex,4376.0
038,49,R.cuneus,R,cortex,3944.0
038,50,R.entorhinal,R,cortex,1504.0
038,51,R.fusiform,R,cortex,7928.0
038,52,R.inferiorparietal,R,cortex,14640.0
038,53,R.inferiortemporal,R,cortex,11808.0
038,54,R.isthmuscingulate,R,cortex,2280.0
038,55,R.lateraloccipital,R,cortex,9704.0
038,56,R.lateralorbitofrontal,R,cortex,8400.0
038,57,R.lingual,R,cortex,5664.0
038,58,R.medialorbitofrontal,R,cortex,4704.0
038,59,R.middletemporal,R,cortex,14248.0
038,60,R.parahippocampal,R,cortex,1952.0
038,61,R.paracentral,R,cortex,4144.0
038,62,R.parsopercularis,R,cortex,3544.0
038,63,R.parsorbitalis,R,cortex,2656.0
038,64,R.parstriangularis,R,cortex,4808.0
038,65,R.pericalcarine,R,cortex,1536.0
038,66,R.postcentral,R,cortex,8448.0
038,67,R.posteriorcingulate,R,cortex,3328.0
038,68,R.precentral,R,cortex,12784.0
038,69,R.precuneus,R,cortex,10008.0
038,70,R.rostralanteriorcingulate,R,cortex,2128.0
038,71,R.rostralmiddlefrontal,R,cortex,11024.0
038,72,R.superiorfrontal,R,cortex,27264.0
038,73,R.superiorparietal,R,cortex,11744.0
038,74,R.superiortemporal,R,cortex,14272.0
038,75,R.supramarginal,R,cortex,10760.0
038,76,R.transversetemporal,R,cortex,952.0
038,77,R.insula,R,cortex,5936.0
038,78,R.Cerebellum-Cortex,R,cerebellum,58224.0
