subject,roi_name,region_type,L_index,R_index,L_volume_mm3,R_volume_mm3,side_ai,log_ai
053,Accumbens-area,subcortical,39,46,488.0,560.0,-0.06870229007633588,-0.13762137787604772
053,Amygdala,subcortical,38,45,1728.0,1840.0,-0.03139013452914798,-0.06280090123903036
053,Caudate,subcortical,34,41,2832.0,2832.0,0.0,0.0
053,Cerebellum-Cortex,cerebellum,32,78,57448.0,58784.0,-0.011494252873563218,-0.02298951822469872
053,Hippocampus,subcortical,37,44,4016.0,4184.0,-0.02048780487804878,-0.04098134437319368
053,Pallidum,subcortical,36,43,1760.0,1728.0,0.009174311926605505,0.018349138668196617
053,Putamen,subcortical,35,42,4664.0,4968.0,-0.03156146179401993,-0.06314389558298644
053,Thalamus-Proper,subcortical,33,40,7152.0,7488.0,-0.022950819672131147,-0.04590970130407786
053,caudalanteriorcingulate,cortex,1,47,2704.0,3160.0,-0.07776261937244201,-0.15583986941810307
053,caudalmiddlefrontal,cortex,2,48,3944.0,3992.0,-0.006048387096774193,-0.01209692170882857
053,cuneus,cortex,3,49,3992.0,4576.0,-0.06816059757236227,-0.13653289562827922
053,entorhinal,cortex,4,50,1952.0,1472.0,0.14018691588785046,0.28223246768421617
053,fusiform,cortex,5,51,10648.0,11520.0,-0.039335979790689285,-0.07871257417493462
053,inferiorparietal,cortex,6,52,14352.0,15888.0,-0.050793650793650794,-0.10167480198637645
053,inferiortemporal,cortex,7,53,13048.0,13296.0,-0.009413908290312785,-0.0188283727943796
053,insula,cortex,31,77,5824.0,6336.0,-0.042105263157894736,-0.08426034361773985
053,isthmuscingulate,cortex,8,54,2576.0,2760.0,-0.034482758620689655,-0.06899287148695143
053,lateraloccipital,cortex,9,55,15880.0,15752.0,0.004046535154274153,0.008093114482165318
053,lateralorbitofrontal,cortex,10,56,8808.0,8648.0,0.00916590284142988,0.018332319083471653
053,lingual,cortex,11,57,7552.0,7512.0,0.0026553372278279343,0.005310686937237812
053,medialorbitofrontal,cortex,12,58,5144.0,5184.0,-0.0038729666924864447,-0.007745972114655341
053,middletemporal,cortex,13,59,17344.0,17336.0,0.0002306805074971165,0.0004613610231776881
053,paracentral,cortex,15,61,3176.0,2912.0,0.04336399474375821,0.08678241305044966
053,parahippocampal,cortex,14,60,2368.0,1800.0,0.1362763915547025,0.27425905211964025
053,parsopercularis,cortex,16,62,3536.0,4696.0,-0.14091350826044705,-0.2837149377503983
053,parsorbitalis,cortex,17,63,2360.0,2624.0,-0.052969502407704656,-0.10603825204432388
053,parstriangularis,cortex,18,64,3488.0,4088.0,-0.0791974656810982,-0.15872734685467016
053,pericalcarine,cortex,19,65,1560.0,1616.0,-0.017632241813602016,-0.03526813883745799
053,postcentral,cortex,20,66,8528.0,7680.0,0.05231984205330701,0.10473532026390787
053,posteriorcingulate,cortex,21,67,2376.0,3256.0,-0.15625,-0.3150810466398954
053,precentral,cortex,22,68,10352.0,9928.0,0.020907297830374753,0.041820689856238616
053,precuneus,cortex,23,69,10608.0,10464.0,0.00683371298405467,0.013667638728663835
053,rostralanteriorcingulate,cortex,24,70,2968.0,3024.0,-0.009345794392523364,-0.01869213301215252
053,rostralmiddlefrontal,cortex,25,71,8816.0,7776.0,0.0626808100289296,0.12552618525242074
053,superiorfrontal,cortex,26,72,17376.0,16392.0,0.02914001421464108,0.05829653281492623
053,superiorparietal,cortex,27,73,8632.0,9152.0,-0.029239766081871343,-0.058496206681608494
053,superiortemporal,cortex,28,74,19256.0,18448.0,0.02143008699342245,0.04286673695406757
053,supramarginal,cortex,29,75,8952.0,10424.0,-0.07597027250206441,-0.15223386881291986
053,transversetemporal,cortex,30,76,1112.0,680.0,0.24107142857142858,0.49182267664037527
