subject,roi_name,region_type,L_index,R_index,L_volume_mm3,R_volume_mm3,side_ai,log_ai
003,Accumbens-area,subcortical,39,46,520.0,640.0,-0.10344827586206896,-0.2076393647782445
003,Amygdala,subcortical,38,45,1472.0,1592.0,-0.0391644908616188,-0.07836906711550677
003,Caudate,subcortical,34,41,3048.0,3032.0,0.002631578947368421,0.005263170044274691
003,Cerebellum-Cortex,cerebellum,32,78,55400.0,57568.0,-0.019191275405424545,-0.03838726401488445
003,Hippocampus,subcortical,37,44,4040.0,4136.0,-0.011741682974559686,-0.02348444523306927
003,Pallidum,subcortical,36,43,2016.0,1976.0,0.01002004008016032,0.02004075088344619
003,Putamen,subcortical,35,42,5328.0,5400.0,-0.006711409395973154,-0.013423020332140661
003,Thalamus-Proper,subcortical,33,40,9304.0,8536.0,0.04304932735426009,0.0861519012169111
003,caudalanteriorcingulate,cortex,1,47,2520.0,1464.0,0.26506024096385544,0.543086485984212
003,caudalmiddlefrontal,cortex,2,48,5008.0,6272.0,-0.11205673758865248,-0.22505864925030936
003,cuneus,cortex,3,49,4976.0,4872.0,0.010560519902518278,0.021121825029282504
003,entorhinal,cortex,4,50,1704.0,1440.0,0.08396946564885496,0.16833531481921474
003,fusiform,cortex,5,51,8312.0,8760.0,-0.026241799437675725,-0.05249565115137378
003,inferiorparietal,cortex,6,52,12264.0,13152.0,-0.03493862134088763,-0.0699056967443111
003,inferiortemporal,cortex,7,53,9784.0,10480.0,-0.03434662455586261,-0.06872028050802488
003,insula,cortex,31,77,5592.0,5416.0,0.015988372093023256,0.031979469321535316
003,isthmuscingulate,cortex,8,54,2632.0,2408.0,0.044444444444444446,0.08894748601649612
003,lateraloccipital,cortex,9,55,12432.0,13472.0,-0.04014823965410747,-0.08033966387467932
003,lateralorbitofrontal,cortex,10,56,7184.0,6944.0,0.01698754246885617,0.03397835364184934
003,lingual,cortex,11,57,5104.0,5264.0,-0.015432098765432098,-0.030866647980527268
003,medialorbitofrontal,cortex,12,58,4568.0,4592.0,-0.0026200873362445414,-0.005240186663556159
003,middletemporal,cortex,13,59,11800.0,11240.0,0.024305555555555556,0.048620687006074116
003,paracentral,cortex,15,61,3744.0,4392.0,-0.07964601769911504,-0.15963014559188396
003,parahippocampal,cortex,14,60,1984.0,1808.0,0.046413502109704644,0.09289374689269624
003,parsopercularis,cortex,16,62,4512.0,4744.0,-0.025064822817631807,-0.05014014749966659
003,parsorbitalis,cortex,17,63,1720.0,1856.0,-0.03803131991051454,-0.07609934353864717
003,parstriangularis,cortex,18,64,3888.0,4712.0,-0.09581395348837209,-0.19221755975109292
003,pericalcarine,cortex,19,65,1672.0,1512.0,0.05025125628140704,0.10058723690516862
003,postcentral,cortex,20,66,11704.0,9080.0,0.1262509622786759,0.25385647110462134
003,posteriorcingulate,cortex,21,67,3216.0,3000.0,0.03474903474903475,0.0695260626486103
003,precentral,cortex,22,68,12528.0,11752.0,0.031960461285008235,0.06394270037687103
003,precuneus,cortex,23,69,9224.0,10064.0,-0.04355039402737453,-0.08715591699132681
003,rostralanteriorcingulate,cortex,24,70,2872.0,1944.0,0.19269102990033224,0.39026094514773046
003,rostralmiddlefrontal,cortex,25,71,10136.0,9488.0,0.033020790868324504,0.06606560076346832
003,superiorfrontal,cortex,26,72,22816.0,24320.0,-0.031907671418873046,-0.06383701286608086
003,superiorparietal,cortex,27,73,9760.0,11032.0,-0.061177375913813004,-0.12250774006599957
003,superiortemporal,cortex,28,74,14576.0,15288.0,-0.02384141441200107,-0.04769186642036942
003,supramarginal,cortex,29,75,9944.0,9976.0,-0.001606425702811245,-0.0032128541693253938
003,transversetemporal,cortex,30,76,856.0,824.0,0.01904761904761905,0.03809984623227038
