subject,fs_default_index,name,side,region_type,volume_mm3
063,1,L.caudalanteriorcingulate,L,cortex,2816.0
063,2,L.caudalmiddlefrontal,L,cortex,7944.0
063,3,L.cuneus,L,cortex,5240.0
063,4,L.entorhinal,L,cortex,1256.0
063,5,L.fusiform,L,cortex,5984.0
063,6,L.inferiorparietal,L,cortex,9648.0
063,7,L.inferiortemporal,L,cortex,11168.0
063,8,L.isthmuscingulate,L,cortex,3264.0
063,9,L.lateraloccipital,L,cortex,13536.0
063,10,L.lateralorbitofrontal,L,cortex,7816.0
063,11,L.lingual,L,cortex,6344.0
063,12,L.medialorbitofrontal,L,cortex,3896.0
063,13,L.middletemporal,L,cortex,9880.0
063,14,L.parahippocampal,L,cortex,1656.0
063,15,L.paracentral,L,cortex,4312.0
063,16,L.parsopercularis,L,cortex,5384.0
063,17,L.parsorbitalis,L,cortex,2288.0
063,18,L.parstriangularis,L,cortex,3656.0
063,19,L.pericalcarine,L,cortex,1552.0
063,20,L.postcentral,L,cortex,10792.0
063,21,L.posteriorcingulate,L,cortex,3112.0
063,22,L.precentral,L,cortex,13920.0
063,23,L.precuneus,L,cortex,8984.0
063,24,L.rostralanteriorcingulate,L,cortex,2872.0
063,25,L.rostralmiddlefrontal,L,cortex,9936.0
063,26,L.superiorfrontal,L,cortex,21544.0
063,27,L.superiorparietal,L,cortex,9968.0
063,28,L.superiortemporal,L,cortex,15312.0
063,29,L.supramarginal,L,cortex,10176.0
063,30,L.transversetemporal,L,cortex,1296.0
063,31,L.insula,L,cortex,5576.0
063,32,L.Cerebellum-Cortex,L,cerebellum,52040.0
063,33,L.Thalamus-Proper,L,subcortical,9264.0
063,34,L.Caudate,L,subcortical,3592.0
063,35,L.Putamen,L,subcortical,5312.0
063,36,L.Pallidum,L,subcortical,2376.0
063,37,L.Hippocampus,L,subcortical,4128.0
063,38,L.Amygdala,L,subcortical,1240.0
063,39,L.Accumbens-area,L,subcortical,488.0
063,40,R.Thalamus-Proper,R,subcortical,8248.0
063,41,R.Caudate,R,subcortical,3632.0
063,42,R.Putamen,R,subcortical,5240.0
063,43,R.Pallidum,R,subcortical,2280.0
063,44,R.Hippocampus,R,subcortical,4264.0
063,45,R.Amygdala,R,subcortical,1536.0
063,46,R.Accumbens-area,R,subcortical,472.0
063,47,R.caudalanteriorcingulate,R,cortex,2696.0
063,48,R.caudalmiddlefrontal,R,cortex,7056.0
063,49,R.cuneus,R,cortex,4320.0
063,50,R.entorhinal,R,cortex,1536.0
063,51,R.fusiform,R,cortex,7320.0
063,52,R.inferiorparietal,R,cortex,12728.0
063,53,R.inferiortemporal,R,cortex,9656.0
063,54,R.isthmuscingulate,R,cortex,2880.0
063,55,R.lateraloccipital,R,cortex,13664.0
063,56,R.lateralorbitofrontal,R,cortex,7320.0
063,57,R.lingual,R,cortex,6944.0
063,58,R.medialorbitofrontal,R,cortex,4032.0
063,59,R.middletemporal,R,cortex,11200.0
063,60,R.parahippocampal,R,cortex,1576.0
063,61,R.paracentral,R,cortex,4816.0
063,62,R.parsopercularis,R,cortex,4528.0
063,63,R.parsorbitalis,R,cortex,2096.0
063,64,R.parstriangularis,R,cortex,3568.0
063,65,R.pericalcarine,R,cortex,1760.0
063,66,R.postcentral,R,cortex,11776.0
063,67,R.posteriorcingulate,R,cortex,3360.0
063,68,R.precentral,R,cortex,14376.0
063,69,R.precuneus,R,cortex,10408.0
063,70,R.rostralanteriorcingulate,R,cortex,2128.0
063,71,R.rostralmiddlefrontal,R,cortex,10816.0
063,72,R.superiorfrontal,R,cortex,24952.0
063,73,R.superiorparietal,R,cortex,9816.0
063,74,R.superiortemporal,R,cortex,15008.0
063,75,R.supramarginal,R,cortex,9400.0
063,76,R.transversetemporal,R,cortex,1168.0
063,77,R.insula,R,cortex,6240.0
063,78,R.Cerebellum-Cortex,R,cerebellum,53048.0
